2025-11-01T08:57:03.415079Z PROCESSED Order{03a5881e-4d6e-4235-b4cd-eee36eccdb5f, sku=SKU-ORANGE, qty=3, amt=30.0}
2025-11-01T08:57:03.873766Z PROCESSED Order{6e728c18-1d10-4605-b993-9dc751dae935, sku=SKU-APPLE, qty=3, amt=208.0}
2025-11-01T08:57:03.873906Z PROCESSED Order{7b18ee3b-c073-47e4-847e-d229a8861769, sku=SKU-BANANA, qty=2, amt=62.0}
2025-11-01T08:57:03.876381Z PROCESSED Order{5ddb59d6-22b4-46fd-b78f-359b6e71c47c, sku=SKU-ORANGE, qty=1, amt=15.0}
2025-11-01T08:57:03.877656Z PROCESSED Order{ca708b91-eee1-48ea-acc8-491ccd1e145a, sku=SKU-APPLE, qty=1, amt=38.0}
2025-11-01T08:57:03.877674Z PROCESSED Order{d6bf7543-653b-40c7-83e5-c37d0d58e59c, sku=SKU-ORANGE, qty=1, amt=75.0}
2025-11-01T08:57:03.877748Z PROCESSED Order{15adf2cc-743c-4be1-9b8f-c7287ac9b6c6, sku=SKU-BANANA, qty=2, amt=89.0}
2025-11-01T08:57:03.877731Z PROCESSED Order{4c70cc5a-5330-49a3-8179-b4d1caa7ae9c, sku=SKU-APPLE, qty=1, amt=132.0}
2025-11-01T08:57:03.877877Z PROCESSED Order{c81c0050-8927-48f3-8069-59509f4d93e1, sku=SKU-ORANGE, qty=1, amt=14.0}
2025-11-01T08:57:03.880247Z PROCESSED Order{fa3b90e0-cb6f-411e-99e8-be19e431d398, sku=SKU-ORANGE, qty=2, amt=166.0}
2025-11-01T08:57:03.880270Z PROCESSED Order{ad2768f6-67b0-4301-b8fa-7a4b5fb8df1e, sku=SKU-BANANA, qty=2, amt=28.0}
2025-11-01T08:57:03.880251Z PROCESSED Order{d8d15677-eee0-4eb3-bff0-b7d311a35e46, sku=SKU-ORANGE, qty=1, amt=179.0}
2025-11-01T08:57:03.880250Z PROCESSED Order{b81e6b9a-2e42-4313-a200-96541bea4a52, sku=SKU-APPLE, qty=1, amt=58.0}
2025-11-01T08:57:03.881372Z PROCESSED Order{faffada4-401b-4a87-8007-b217f1d3e018, sku=SKU-APPLE, qty=3, amt=127.0}
2025-11-01T08:57:03.881654Z PROCESSED Order{1bba4fbe-9e00-41d7-adaa-6717865df957, sku=SKU-ORANGE, qty=3, amt=56.0}
2025-11-01T08:57:03.882950Z PROCESSED Order{8ef4cbd5-8222-45d9-b188-51876276aff0, sku=SKU-BANANA, qty=1, amt=47.0}
2025-11-01T08:57:03.884238Z PROCESSED Order{439df0ee-4ec8-481c-9d1d-71ba8784e825, sku=SKU-APPLE, qty=1, amt=30.0}
2025-11-01T08:57:03.885377Z PROCESSED Order{121ce5a5-b6bb-4e57-bb58-26c702f81b3f, sku=SKU-APPLE, qty=1, amt=204.0}
2025-11-01T08:57:03.885380Z PROCESSED Order{64293f1f-526f-47d5-bb8d-dd079d11171d, sku=SKU-BANANA, qty=3, amt=82.0}
2025-11-01T08:57:03.886657Z PROCESSED Order{5c273c5f-fa93-438f-8c41-53716ec545cc, sku=SKU-ORANGE, qty=2, amt=30.0}
2025-11-01T08:57:03.886725Z PROCESSED Order{e388340a-5e6c-4e26-9efa-159c40bea400, sku=SKU-APPLE, qty=2, amt=185.0}
2025-11-01T08:57:03.886714Z PROCESSED Order{bdc9d838-4329-40cd-bb40-90e340723213, sku=SKU-APPLE, qty=2, amt=197.0}
2025-11-01T08:57:03.886758Z PROCESSED Order{a7f4bd05-f8fe-4fd6-a7ca-487f5e9ada7f, sku=SKU-BANANA, qty=2, amt=110.0}
2025-11-01T08:57:03.887644Z PROCESSED Order{ecb56dcc-9e77-47b3-b798-d3f1f323b202, sku=SKU-BANANA, qty=1, amt=90.0}
2025-11-01T08:57:03.887942Z PROCESSED Order{961029cb-ba86-4dc7-98e1-a30820001461, sku=SKU-ORANGE, qty=2, amt=87.0}
2025-11-01T08:57:03.890573Z PROCESSED Order{6448087f-c470-4681-9787-eefe345a9a1b, sku=SKU-ORANGE, qty=3, amt=86.0}
2025-11-01T08:57:03.891738Z PROCESSED Order{07aa8a9d-beef-427f-bc81-980aea00e3d0, sku=SKU-APPLE, qty=3, amt=49.0}
2025-11-01T08:57:03.891785Z PROCESSED Order{4a2366b4-d45c-41c5-b112-e2b9189538f1, sku=SKU-ORANGE, qty=3, amt=24.0}
2025-11-01T08:57:03.891817Z PROCESSED Order{449387c7-9202-461a-ada7-338ef27bde79, sku=SKU-BANANA, qty=3, amt=59.0}
2025-11-01T08:57:03.891814Z PROCESSED Order{32b59436-45d6-4d00-9fcd-341be45efcb9, sku=SKU-ORANGE, qty=2, amt=77.0}
2025-11-01T08:57:03.893137Z PROCESSED Order{9e5f6ab8-7133-4fff-b6a5-acc6bc3d5e5c, sku=SKU-APPLE, qty=2, amt=102.0}
2025-11-01T08:57:03.893142Z PROCESSED Order{8c8d7066-a2ed-4456-a519-e71176cc78d9, sku=SKU-BANANA, qty=2, amt=199.0}
2025-11-01T08:57:03.894380Z PROCESSED Order{c9f8de70-d2d1-411c-95c3-6b3abad74978, sku=SKU-BANANA, qty=2, amt=197.0}
2025-11-01T08:57:03.895515Z PROCESSED Order{3a085358-991a-4761-8ab2-b2143ec80426, sku=SKU-BANANA, qty=3, amt=209.0}
2025-11-01T08:57:03.896786Z PROCESSED Order{c57e034d-ed32-4ec7-b302-7b3a26cc541c, sku=SKU-BANANA, qty=2, amt=176.0}
2025-11-01T08:57:03.896944Z PROCESSED Order{fe0ccdd2-0e5a-4119-969a-f826d4381bb5, sku=SKU-APPLE, qty=1, amt=55.0}
2025-11-01T08:57:03.897027Z PROCESSED Order{ca1ba28f-61cc-48fb-a74b-1da55fcfeb80, sku=SKU-BANANA, qty=2, amt=50.0}
2025-11-01T08:57:03.898250Z PROCESSED Order{b2a51113-aa51-45a1-8ff0-56ba484f21d4, sku=SKU-ORANGE, qty=3, amt=180.0}
2025-11-01T08:57:03.898271Z PROCESSED Order{693321b7-52e0-4061-8fe7-63fdc8573f62, sku=SKU-BANANA, qty=1, amt=115.0}
2025-11-01T08:57:03.898271Z PROCESSED Order{bae49e58-940d-40bd-bc49-0f7dabd211b1, sku=SKU-BANANA, qty=2, amt=131.0}
2025-11-01T08:57:03.899431Z PROCESSED Order{662503f6-9231-4108-bd41-4dc86b73e455, sku=SKU-BANANA, qty=3, amt=100.0}
2025-11-01T08:57:03.900828Z PROCESSED Order{97ce7ee4-f90f-4ff6-8d4c-cc82eb419473, sku=SKU-APPLE, qty=3, amt=74.0}
2025-11-01T08:57:03.900864Z PROCESSED Order{50f27a1e-846c-4fa2-9ac4-a7e81bb23143, sku=SKU-BANANA, qty=1, amt=132.0}
2025-11-01T08:57:03.901856Z PROCESSED Order{77265754-fa33-4a37-872c-6121978ca72f, sku=SKU-APPLE, qty=1, amt=131.0}
2025-11-01T08:57:03.901860Z PROCESSED Order{9ae2e996-656c-42e1-abc1-da34ccd5db20, sku=SKU-BANANA, qty=2, amt=69.0}
2025-11-01T08:57:03.904411Z PROCESSED Order{56199ac6-f4ba-473b-ae62-59655281754b, sku=SKU-BANANA, qty=2, amt=178.0}
2025-11-01T08:57:03.904414Z PROCESSED Order{dfac6428-6b96-46c2-8dc7-a5ad4913963b, sku=SKU-ORANGE, qty=1, amt=93.0}
2025-11-01T08:57:03.904572Z PROCESSED Order{cf5f1616-95ae-4cc4-89d4-81feb7daa306, sku=SKU-APPLE, qty=3, amt=66.0}
2025-11-01T08:57:03.904579Z PROCESSED Order{997e7224-cfa9-4ed8-b73d-b4dd4647588f, sku=SKU-APPLE, qty=1, amt=157.0}
2025-11-01T08:57:03.904572Z PROCESSED Order{f4badbc4-891c-4b57-837e-2ed697fda3ed, sku=SKU-BANANA, qty=2, amt=64.0}
2025-11-01T08:57:03.905926Z PROCESSED Order{1370e89b-56c6-48e9-9694-dc15bb60e06c, sku=SKU-APPLE, qty=3, amt=152.0}
2025-11-01T08:57:03.905928Z PROCESSED Order{fd06d4d4-516f-484f-bbdb-46eb48270575, sku=SKU-APPLE, qty=3, amt=176.0}
2025-11-01T08:57:03.907214Z PROCESSED Order{9d92b2fe-97e4-4013-89cf-2dd4ca60f030, sku=SKU-APPLE, qty=2, amt=196.0}
2025-11-01T08:57:03.908224Z PROCESSED Order{3ae6c0bb-0952-48aa-a4ff-b0a0a333c4d9, sku=SKU-BANANA, qty=3, amt=20.0}
2025-11-01T08:57:03.908453Z PROCESSED Order{7b365c25-ac8f-40fb-b1a4-c4babd563926, sku=SKU-ORANGE, qty=1, amt=109.0}
2025-11-01T08:57:03.908501Z PROCESSED Order{f83d4485-33e0-4015-8867-5b5b3d4810fb, sku=SKU-BANANA, qty=2, amt=121.0}
2025-11-01T08:57:03.909644Z PROCESSED Order{e22e6b2f-3400-460d-b567-1babfb425b6e, sku=SKU-APPLE, qty=3, amt=71.0}
2025-11-01T08:57:03.909795Z PROCESSED Order{ff2d0ae3-5444-4cf9-9098-83d02222649a, sku=SKU-BANANA, qty=2, amt=85.0}
2025-11-01T08:57:03.910997Z PROCESSED Order{81c2aa33-f622-41e3-adaf-14fa9c5c0861, sku=SKU-BANANA, qty=2, amt=18.0}
2025-11-01T08:57:03.911055Z PROCESSED Order{e77ebd3a-aff7-478e-a62e-b24857d137bd, sku=SKU-APPLE, qty=3, amt=114.0}
2025-11-01T08:57:03.912020Z PROCESSED Order{f87c05da-b1bc-4ff3-9e21-4642af54fc57, sku=SKU-ORANGE, qty=2, amt=123.0}
2025-11-01T08:57:03.913959Z PROCESSED Order{758994b0-58f3-42eb-beab-01442afa4cf4, sku=SKU-APPLE, qty=3, amt=203.0}
2025-11-01T08:57:03.913957Z PROCESSED Order{2e2f2d01-b56c-4e73-957e-569ea5940cf0, sku=SKU-ORANGE, qty=2, amt=140.0}
2025-11-01T08:57:03.913939Z PROCESSED Order{9c592b13-363f-4e4a-b5f4-641d9808a593, sku=SKU-ORANGE, qty=2, amt=162.0}
2025-11-01T08:57:03.914520Z PROCESSED Order{35a2161a-844c-4a22-be56-e4b843057e92, sku=SKU-ORANGE, qty=1, amt=138.0}
2025-11-01T08:57:03.914721Z PROCESSED Order{f7c6e2ba-83c9-43e3-99a5-332b24866402, sku=SKU-APPLE, qty=2, amt=119.0}
2025-11-01T08:57:03.914722Z PROCESSED Order{f92df865-7081-446e-b9a3-75f8a7d9256a, sku=SKU-APPLE, qty=3, amt=69.0}
2025-11-01T08:57:03.916122Z PROCESSED Order{c2edfb19-74d0-4b61-bcf5-d73cb59bdc96, sku=SKU-BANANA, qty=3, amt=119.0}
2025-11-01T08:57:03.917361Z PROCESSED Order{1329f39e-65b3-4e52-9949-4f540d8bcbb0, sku=SKU-APPLE, qty=3, amt=65.0}
2025-11-01T08:57:03.917364Z PROCESSED Order{ecab10a8-7fbe-40d7-984b-cc8bab5e4bee, sku=SKU-APPLE, qty=2, amt=119.0}
2025-11-01T08:57:03.917919Z PROCESSED Order{b42fc3ac-ef03-40a9-9e85-31f352f39225, sku=SKU-APPLE, qty=3, amt=36.0}
2025-11-01T08:57:03.918529Z PROCESSED Order{91b11861-c3be-4489-a0f5-438e66d93897, sku=SKU-BANANA, qty=2, amt=192.0}
2025-11-01T08:57:03.918688Z PROCESSED Order{929c2da3-d9ef-428f-b2e0-5c713cd76e35, sku=SKU-BANANA, qty=2, amt=145.0}
2025-11-01T08:57:03.919002Z PROCESSED Order{e20b9674-9b62-4b87-822d-727100b7f459, sku=SKU-ORANGE, qty=2, amt=119.0}
2025-11-01T08:57:03.919001Z PROCESSED Order{23f49db1-ecdf-447e-962d-280455e35419, sku=SKU-APPLE, qty=2, amt=208.0}
2025-11-01T08:57:03.919962Z PROCESSED Order{1b392d7f-2226-453f-8fe3-48fe30f6b113, sku=SKU-ORANGE, qty=3, amt=96.0}
2025-11-01T08:57:03.920477Z PROCESSED Order{d9f90895-33ba-4750-8ec8-b5e1a32af9d8, sku=SKU-ORANGE, qty=3, amt=125.0}
2025-11-01T08:57:03.920478Z PROCESSED Order{3c084ba1-6b8c-4d80-bede-6c1038badf05, sku=SKU-ORANGE, qty=1, amt=159.0}
2025-11-01T08:57:03.921166Z PROCESSED Order{ed954578-befe-4766-a1a4-269002ffedb2, sku=SKU-BANANA, qty=2, amt=137.0}
2025-11-01T08:57:03.921238Z PROCESSED Order{479d3199-ed99-481e-8ac9-b28bd01dad27, sku=SKU-ORANGE, qty=2, amt=116.0}
2025-11-01T08:57:03.922346Z PROCESSED Order{b16190d6-a62a-4010-b9ff-d688defaad51, sku=SKU-BANANA, qty=3, amt=198.0}
2025-11-01T08:57:03.923078Z PROCESSED Order{7d3131d1-f187-47aa-be95-84ac29858c01, sku=SKU-BANANA, qty=1, amt=66.0}
2025-11-01T08:57:03.923767Z PROCESSED Order{cd8d927e-6234-4e31-8651-4f5f0403051a, sku=SKU-ORANGE, qty=1, amt=169.0}
2025-11-01T08:57:03.923796Z PROCESSED Order{572e66ea-0f87-4a1e-982c-5ca23ff5e693, sku=SKU-APPLE, qty=3, amt=25.0}
2025-11-01T08:57:03.924057Z PROCESSED Order{1ec76ca0-6028-4935-9d54-022ffb070d80, sku=SKU-ORANGE, qty=2, amt=45.0}
2025-11-01T08:57:03.924966Z PROCESSED Order{d98426cc-dbc6-4154-8a2b-fd3e83c15630, sku=SKU-BANANA, qty=3, amt=15.0}
2025-11-01T08:57:03.926650Z PROCESSED Order{486524c4-0b16-4519-9282-31f4d4bcc975, sku=SKU-BANANA, qty=3, amt=189.0}
2025-11-01T08:57:03.927583Z PROCESSED Order{917129d2-ca5b-4cc6-b7c1-9bf9c0b9f200, sku=SKU-ORANGE, qty=1, amt=184.0}
2025-11-01T08:57:03.928091Z PROCESSED Order{6f7612e8-a482-4c41-b154-1c98a9542041, sku=SKU-ORANGE, qty=1, amt=157.0}
2025-11-01T08:57:03.928091Z PROCESSED Order{2475c990-4e33-4fcf-91e9-42e28607e641, sku=SKU-ORANGE, qty=3, amt=137.0}
2025-11-01T08:57:03.928767Z PROCESSED Order{df971edc-ee42-4f77-99cf-556a5016d17c, sku=SKU-BANANA, qty=2, amt=159.0}
2025-11-01T08:57:03.929195Z PROCESSED Order{bf77a8aa-ddf3-48d6-b592-247a5828c06f, sku=SKU-APPLE, qty=2, amt=29.0}
2025-11-01T08:57:03.930636Z PROCESSED Order{63fa8233-5b05-4a1e-b345-042d0cb24dfa, sku=SKU-APPLE, qty=2, amt=30.0}
2025-11-01T08:57:03.931383Z PROCESSED Order{b0076548-33bd-4f89-b79e-0118a3fe4f58, sku=SKU-ORANGE, qty=1, amt=156.0}
2025-11-01T08:57:03.931386Z PROCESSED Order{8337beaa-8bbd-4bae-a231-c688c519eb53, sku=SKU-ORANGE, qty=3, amt=32.0}
2025-11-01T08:57:03.931387Z PROCESSED Order{94142f60-ab34-4cff-9fb4-645ac42fdecb, sku=SKU-BANANA, qty=1, amt=52.0}
2025-11-01T08:57:03.931900Z PROCESSED Order{7400a7fe-225a-4b9c-bffc-d39a746dda6e, sku=SKU-BANANA, qty=1, amt=182.0}
2025-11-01T08:57:03.931899Z PROCESSED Order{32e1afaa-c963-4bec-ae0a-2ae72a55a58b, sku=SKU-APPLE, qty=2, amt=128.0}
2025-11-01T08:57:03.932568Z PROCESSED Order{2731f440-9dde-432f-9e8a-48f85ccb16b9, sku=SKU-ORANGE, qty=1, amt=141.0}
2025-11-01T08:57:03.933169Z PROCESSED Order{430a76d7-42b1-4733-ac02-73f0c7730070, sku=SKU-ORANGE, qty=2, amt=33.0}
2025-11-01T08:57:03.934014Z PROCESSED Order{953e48d0-359b-4255-901d-aae35a0e4d3a, sku=SKU-BANANA, qty=1, amt=11.0}
2025-11-01T08:57:03.934059Z PROCESSED Order{05f1e6d9-1579-4b27-9b78-f3e8b49e8dc6, sku=SKU-ORANGE, qty=2, amt=28.0}
2025-11-01T08:57:03.935491Z PROCESSED Order{493e9f31-0417-4987-b72b-ab9d6cf54f1d, sku=SKU-ORANGE, qty=2, amt=162.0}
2025-11-01T08:57:03.935496Z PROCESSED Order{32c5ba0b-eed9-4cdb-af23-3e8e7c01eda8, sku=SKU-ORANGE, qty=2, amt=193.0}
2025-11-01T08:57:03.935495Z PROCESSED Order{4e2f6ff1-1720-4d0c-a3c5-90e437c966ee, sku=SKU-BANANA, qty=1, amt=202.0}
2025-11-01T08:57:03.935755Z PROCESSED Order{cb283a97-079a-42f7-873e-acdd4b734f1a, sku=SKU-BANANA, qty=3, amt=97.0}
2025-11-01T08:57:03.937631Z PROCESSED Order{30a3cf60-5d02-4f29-96a2-e35f7f7088e9, sku=SKU-BANANA, qty=1, amt=188.0}
2025-11-01T08:57:03.939113Z PROCESSED Order{e222cc6c-78d3-490d-ae4a-327d7c91eb74, sku=SKU-APPLE, qty=1, amt=167.0}
2025-11-01T08:57:03.939454Z PROCESSED Order{28a77b2a-db4d-4243-b815-ba61fd72f44e, sku=SKU-ORANGE, qty=3, amt=18.0}
2025-11-01T08:57:03.940183Z PROCESSED Order{27bc33cb-7724-4e1b-b8d0-2d0bf341a942, sku=SKU-ORANGE, qty=2, amt=200.0}
2025-11-01T08:57:03.940216Z PROCESSED Order{b77b92e7-d2ea-4d3f-b2ba-258794b9584a, sku=SKU-APPLE, qty=1, amt=185.0}
2025-11-01T08:57:03.940310Z PROCESSED Order{92fcaf0d-fda5-40ef-b216-6de3a22c0439, sku=SKU-BANANA, qty=2, amt=37.0}
2025-11-01T08:57:03.941446Z PROCESSED Order{3355f287-9b7c-4064-8fca-e6dc796af1a7, sku=SKU-BANANA, qty=3, amt=190.0}
2025-11-01T08:57:03.941451Z PROCESSED Order{9c8964c3-4c51-4382-bc5d-ec7c75131410, sku=SKU-ORANGE, qty=3, amt=116.0}
2025-11-01T08:57:03.941448Z PROCESSED Order{e4c86039-807b-4c99-9d70-c8eb18f5935c, sku=SKU-APPLE, qty=2, amt=90.0}
2025-11-01T08:57:03.942720Z PROCESSED Order{dd04d7b7-34a4-468a-8ac2-fab7b73e681d, sku=SKU-BANANA, qty=3, amt=27.0}
2025-11-01T08:57:03.943991Z PROCESSED Order{f44d63ae-36c3-438a-acaa-94277c8c8b7b, sku=SKU-ORANGE, qty=2, amt=97.0}
2025-11-01T08:57:03.943995Z PROCESSED Order{0f264a2c-e9de-418b-82da-efc020cbebcd, sku=SKU-APPLE, qty=2, amt=148.0}
2025-11-01T08:57:03.943994Z PROCESSED Order{28cd9995-4898-4c2c-a44a-1739cc634b57, sku=SKU-BANANA, qty=1, amt=136.0}
2025-11-01T08:57:03.944100Z PROCESSED Order{1b46595d-ece7-454e-b9a8-84c5f78a2bf5, sku=SKU-APPLE, qty=1, amt=150.0}
2025-11-01T08:57:03.944165Z PROCESSED Order{416b4b90-2873-4874-90b2-cdf1ee99ea3b, sku=SKU-APPLE, qty=3, amt=191.0}
2025-11-01T08:57:03.946711Z PROCESSED Order{1ac16ebf-13b2-4dd5-92a9-df2aa4431b9d, sku=SKU-BANANA, qty=3, amt=180.0}
2025-11-01T08:57:03.946716Z PROCESSED Order{00e98ce1-fab8-49e4-9fb0-cf9972ff715b, sku=SKU-BANANA, qty=1, amt=22.0}
2025-11-01T08:57:03.947997Z PROCESSED Order{14d06b8a-e5b6-42c3-8742-3ff6d9221ff0, sku=SKU-ORANGE, qty=2, amt=82.0}
2025-11-01T08:57:03.948025Z PROCESSED Order{296a47cc-a1ab-401d-8547-884cdd5b7e10, sku=SKU-APPLE, qty=2, amt=108.0}
2025-11-01T08:57:03.949043Z PROCESSED Order{0559eef1-a961-4266-b912-8115da985624, sku=SKU-ORANGE, qty=2, amt=167.0}
2025-11-01T08:57:03.949047Z PROCESSED Order{2cbc3d32-8601-49ec-b054-018c3ff31bd7, sku=SKU-APPLE, qty=1, amt=102.0}
2025-11-01T08:57:03.949046Z PROCESSED Order{c4e0aad1-3789-4d89-a02c-8df0263cee39, sku=SKU-ORANGE, qty=2, amt=20.0}
2025-11-01T08:57:03.950312Z PROCESSED Order{00b84a54-44a9-43e8-af4a-a8b5d860f876, sku=SKU-APPLE, qty=1, amt=102.0}
2025-11-01T08:57:03.950370Z PROCESSED Order{feeb221d-3eb5-4280-9d60-7e687960b542, sku=SKU-APPLE, qty=1, amt=61.0}
2025-11-01T08:57:03.950394Z PROCESSED Order{9f260a40-0db1-4016-af76-9e0f81152198, sku=SKU-BANANA, qty=1, amt=58.0}
2025-11-01T08:57:03.950366Z PROCESSED Order{de13511f-e1c6-4777-a7d2-4b691078afa0, sku=SKU-ORANGE, qty=3, amt=144.0}
2025-11-01T08:57:03.951675Z PROCESSED Order{4a41edeb-cf81-45fa-b6e6-bbdea12f7039, sku=SKU-APPLE, qty=3, amt=61.0}
2025-11-01T08:57:03.953009Z PROCESSED Order{3b0f0335-af9c-4a12-9e6b-be31f5ae2372, sku=SKU-BANANA, qty=3, amt=123.0}
2025-11-01T08:57:03.955344Z PROCESSED Order{b48f58e7-2d92-4f25-9744-f5bb61d90572, sku=SKU-APPLE, qty=2, amt=195.0}
2025-11-01T08:57:03.955417Z PROCESSED Order{7f1dc690-bad5-46a9-a6f6-1e1e41a94185, sku=SKU-BANANA, qty=2, amt=181.0}
2025-11-01T08:57:03.955442Z PROCESSED Order{9348ebea-0894-4aff-b295-b0577670e16f, sku=SKU-BANANA, qty=2, amt=101.0}
2025-11-01T08:57:03.955574Z PROCESSED Order{7ab9a588-853e-4b86-b5cc-15a32297adbc, sku=SKU-ORANGE, qty=1, amt=192.0}
2025-11-01T08:57:03.955575Z PROCESSED Order{6855a07a-a286-4049-93fa-b70cc986d462, sku=SKU-APPLE, qty=3, amt=75.0}
2025-11-01T08:57:03.956843Z PROCESSED Order{9f860083-f0a5-4851-9e70-ba9fb1c099c8, sku=SKU-APPLE, qty=3, amt=55.0}
2025-11-01T08:57:03.958064Z PROCESSED Order{26233fa9-1e0d-43c3-9407-cae590ecaed9, sku=SKU-APPLE, qty=1, amt=103.0}
2025-11-01T08:57:03.959243Z PROCESSED Order{3affc104-725e-4d89-ac33-e89f9aa156d8, sku=SKU-BANANA, qty=3, amt=68.0}
2025-11-01T08:57:03.959247Z PROCESSED Order{d33fda18-7bbe-4987-88f2-988b9ec163ad, sku=SKU-BANANA, qty=2, amt=151.0}
2025-11-01T08:57:03.960480Z PROCESSED Order{3cc96ff7-1548-42f3-bc70-d5f0f857daa8, sku=SKU-ORANGE, qty=3, amt=86.0}
2025-11-01T08:57:03.961803Z PROCESSED Order{e1b07756-65b8-48db-802b-e36d19e6a080, sku=SKU-ORANGE, qty=2, amt=161.0}
2025-11-01T08:57:03.961807Z PROCESSED Order{43b0973b-6eb4-4e0b-8c0f-162f89ae4bdc, sku=SKU-ORANGE, qty=1, amt=15.0}
2025-11-01T08:57:03.961947Z PROCESSED Order{a1f919cc-ec26-400f-8eae-f7e59dc21767, sku=SKU-ORANGE, qty=3, amt=134.0}
2025-11-01T08:57:03.961969Z PROCESSED Order{b95fe95b-ccb8-488f-a774-31fe2fa43f89, sku=SKU-ORANGE, qty=2, amt=33.0}
2025-11-01T08:57:03.963030Z PROCESSED Order{346db877-871c-4388-8c95-1c35ad527184, sku=SKU-APPLE, qty=2, amt=171.0}
2025-11-01T08:57:03.963034Z PROCESSED Order{1ecbd430-59b2-49a1-910f-f4c63d25759f, sku=SKU-APPLE, qty=3, amt=141.0}
2025-11-01T08:57:03.965593Z PROCESSED Order{bda0877c-2b42-4586-89c1-085b5f6c0fc1, sku=SKU-BANANA, qty=2, amt=71.0}
2025-11-01T08:57:03.965628Z PROCESSED Order{c28328e7-22bc-410c-ab27-dbb901d4c6ac, sku=SKU-BANANA, qty=2, amt=113.0}
2025-11-01T08:57:03.965618Z PROCESSED Order{7da8ad2a-4d84-46a5-b335-8894741ecf6a, sku=SKU-ORANGE, qty=3, amt=51.0}
2025-11-01T08:57:03.966977Z PROCESSED Order{ef38b456-78af-4bc3-84c8-f381b28604cf, sku=SKU-ORANGE, qty=3, amt=137.0}
2025-11-01T08:57:03.966980Z PROCESSED Order{3edeae14-59db-48a2-a4f5-f9ec4697c934, sku=SKU-APPLE, qty=1, amt=70.0}
2025-11-01T08:57:03.969360Z PROCESSED Order{6dfbc063-0edc-4881-9353-92330eb47357, sku=SKU-BANANA, qty=3, amt=174.0}
2025-11-01T08:57:03.969364Z PROCESSED Order{a2f7d804-537c-4561-ba78-7eeccbd2291e, sku=SKU-APPLE, qty=1, amt=78.0}
2025-11-01T08:57:03.970662Z PROCESSED Order{b5e39a04-c683-43b4-97b0-10759b75f936, sku=SKU-APPLE, qty=3, amt=115.0}
2025-11-01T08:57:03.971903Z PROCESSED Order{a0e8e5e1-dae4-4bb4-af7b-4b817f1f1acc, sku=SKU-APPLE, qty=2, amt=169.0}
2025-11-01T08:57:03.971950Z PROCESSED Order{351925ec-05f7-4666-a767-58a02aa0d23e, sku=SKU-ORANGE, qty=2, amt=24.0}
2025-11-01T08:57:03.972012Z PROCESSED Order{1981774d-3e29-4784-baff-bc8f46da822f, sku=SKU-APPLE, qty=3, amt=85.0}
2025-11-01T08:57:03.973199Z PROCESSED Order{05cb7643-92fd-435a-8203-29275535e543, sku=SKU-ORANGE, qty=2, amt=175.0}
2025-11-01T08:57:03.973320Z PROCESSED Order{ccc3d9ce-bea6-47b2-80c6-22364e6193c5, sku=SKU-BANANA, qty=2, amt=175.0}
2025-11-01T08:57:03.974459Z PROCESSED Order{d12183b9-234a-46f4-a69b-fc9ac5026ecc, sku=SKU-ORANGE, qty=3, amt=150.0}
2025-11-01T08:57:03.975960Z PROCESSED Order{2c9c2980-5b5d-49d6-94ce-c48045769316, sku=SKU-APPLE, qty=3, amt=130.0}
2025-11-01T08:57:03.975963Z PROCESSED Order{d64ee76d-08fb-4c33-aa88-53d5fdd6e07a, sku=SKU-ORANGE, qty=3, amt=31.0}
2025-11-01T08:57:03.976967Z PROCESSED Order{82bf3c64-7667-4814-8e1b-edb5ff939744, sku=SKU-ORANGE, qty=2, amt=90.0}
2025-11-01T08:57:03.977035Z PROCESSED Order{4417102e-492f-418f-b4ef-35d484f05e9b, sku=SKU-ORANGE, qty=3, amt=65.0}
2025-11-01T08:57:03.978367Z PROCESSED Order{c8f47b40-9276-44cc-bd79-e1a4c5015a6f, sku=SKU-ORANGE, qty=3, amt=179.0}
2025-11-01T08:57:03.978415Z PROCESSED Order{35ac6ba7-5445-4754-8492-6a4d7c5b9e10, sku=SKU-BANANA, qty=1, amt=152.0}
2025-11-01T08:57:03.978426Z PROCESSED Order{b2fb6d60-1146-4b45-92ee-d21eca2f7044, sku=SKU-BANANA, qty=2, amt=105.0}
2025-11-01T08:57:03.978417Z PROCESSED Order{a33ca4e4-5f84-41ba-b5fe-273a8e5e8dae, sku=SKU-ORANGE, qty=2, amt=52.0}
2025-11-01T08:57:03.979713Z PROCESSED Order{d8ad7d0f-0400-4881-a1c2-4f669886a94a, sku=SKU-ORANGE, qty=1, amt=119.0}
2025-11-01T08:57:03.980910Z PROCESSED Order{659f01f2-a7e9-4183-b16f-2c97a35d80f4, sku=SKU-APPLE, qty=2, amt=86.0}
2025-11-01T08:57:03.980915Z PROCESSED Order{f192961e-20bf-4186-b746-8238f647aad4, sku=SKU-BANANA, qty=1, amt=94.0}
2025-11-01T08:57:03.982137Z PROCESSED Order{a615fd82-be0d-4189-8462-470bc6420441, sku=SKU-ORANGE, qty=1, amt=69.0}
2025-11-01T08:57:03.982141Z PROCESSED Order{37fce579-1923-4b50-baab-74f7d1987095, sku=SKU-ORANGE, qty=3, amt=25.0}
2025-11-01T08:57:03.982266Z PROCESSED Order{76a28a93-0268-4b7c-9751-6c9080c38f3d, sku=SKU-APPLE, qty=2, amt=192.0}
